Timestamp,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Exercise_Type,Label
2025-06-19 21:20,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.7849,0.231,-1.0684,-0.418,0.6504,0.8182,0.6695,0,0.5299,0.5157,-0.3628,1.1011,1.4639,0.7394,0.5467,2,5.2246,15.6999,-15.0146,34.5459,49.5605,16.5464,273.782,4,-1.5381,25.6076,-37.2925,52.6123,89.9048,25.6538,658.1162,4,3.3,38.7453,-59.9976,76.6602,136.6577,38.8856,1512.0861,4,2.4767,16.6266,-23.5767,21.2585,44.8352,16.81,282.5769,2,47.4005,55.9179,-50.2515,89.5111,139.7626,73.305,5373.624,2,52.4916,22.1801,13.1946,82.7271,69.5325,56.9853,3247.3239,0,13.605,bicep_curl,1
2025-06-19 21:20,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.397,0.4539,-1.2104,0.4805,1.6909,0.603,0.3637,2,0.1989,0.4663,-0.8228,1.041,1.8638,0.5069,0.257,5,-12.1501,45.3944,-167.2974,27.5269,194.8242,46.9923,2208.2771,7,61.5682,330.1131,-396.1792,1111.3892,1507.5684,335.8054,112765.2941,4,31.7871,271.8202,-494.873,612.4878,1107.3608,273.6725,74896.6351,8,-5.692,30.6267,-67.9724,64.0118,131.9843,31.1511,970.3924,4,83.9601,51.702,-64.693,161.2738,225.9668,98.6022,9722.3892,2,30.8646,29.0566,-26.2024,81.7987,108.0011,42.39,1796.9082,2,12.9976,bicep_curl,1
2025-06-19 23:17,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.8215,0.1959,-1.0957,-0.3408,0.7549,0.8445,0.7132,0,0.4638,0.5041,-0.3398,1.0229,1.3628,0.685,0.4693,1,-5.7536,16.9834,-25.7568,36.499,62.2559,17.9315,321.5397,6,-3.3366,49.2779,-81.604,72.5098,154.1138,49.3908,2439.4467,2,1.888,35.4255,-49.6826,74.4629,124.1455,35.4758,1258.5302,3,1.7278,15.0735,-21.8298,22.6154,44.4452,15.1722,230.1946,2,34.7889,88.4738,-127.9852,118.7512,246.7365,95.0678,9037.8885,2,55.4396,20.4328,22.077,85.8582,63.7811,59.0851,3491.0471,0,13.5752,bicep_curl,1
2025-06-19 23:18,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.7399,0.2936,-1.1719,0.0742,1.2461,0.796,0.6336,2,0.5659,0.5137,-0.3804,1.042,1.4224,0.7643,0.5841,2,-1.062,15.2667,-21.0571,31.8604,52.9175,15.3036,234.1998,6,0.6185,49.5843,-66.9556,86.4868,153.4424,49.5882,2458.9891,3,3.833,43.1455,-86.9141,94.4214,181.3354,43.3154,1876.2226,3,1.028,16.2998,-27.0978,21.3025,48.4003,16.3322,266.7418,2,49.2407,75.394,-81.546,137.6862,219.2322,90.0494,8108.9012,2,46.541,24.4182,9.0857,85.5286,76.4429,52.5577,2762.3159,0,13.6013,bicep_curl,1
2025-06-19 23:18,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.734,0.2282,-1.1763,-0.2827,0.8936,0.7687,0.5908,0,0.4334,0.5626,-0.4761,1.0635,1.5396,0.7102,0.5044,2,-4.0405,18.2861,-34.2407,28.3813,62.6221,18.7272,350.707,4,6.0099,56.9842,-59.6924,110.2905,169.9829,57.3003,3283.3206,2,8.7199,49.1348,-82.3364,75.9277,158.2642,49.9025,2490.2629,4,0.5431,16.241,-27.4274,19.248,46.6754,16.2501,264.0654,2,39.8789,82.9338,-86.9568,135.1868,222.1436,92.0236,8468.3412,2,51.1893,22.0806,14.892,81.5625,66.6705,55.7486,3107.9015,0,13.5271,bicep_curl,1
2025-06-19 23:18,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.7748,0.298,-1.1475,-0.1479,0.9995,0.8301,0.6891,0,0.3183,0.565,-0.4917,1.1372,1.6289,0.6485,0.4205,2,-0.175,19.5891,-28.4424,40.5273,68.9697,19.5899,383.7628,7,-1.6602,63.7742,-86.9141,101.2573,188.1714,63.7958,4069.903,2,15.5436,50.0173,-94.4824,94.9707,189.4531,52.3768,2743.3331,2,2.3416,18.6043,-26.9824,23.9832,50.9656,18.7511,351.6025,2,30.1545,86.4668,-87.7039,146.6071,234.3109,91.574,8385.7984,3,53.0779,23.809,10.8765,86.5833,75.7068,58.1733,3384.1315,0,13.4902,bicep_curl,1
2025-06-19 23:18,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.7576,0.3058,-1.2446,-0.0898,1.1548,0.817,0.6675,0,0.5387,0.5221,-0.4365,1.0835,1.52,0.7502,0.5627,2,-6.4168,20.1336,-33.6914,55.7861,89.4775,21.1314,446.5359,8,-5.603,68.945,-89.0503,119.6899,208.7402,69.1723,4784.8033,2,-0.8097,45.0759,-72.2046,79.834,152.0386,45.0831,2032.4898,5,2.7627,18.5653,-27.4768,23.9447,51.4215,18.7698,352.304,2,54.9573,81.0903,-83.2709,171.3428,254.6136,97.9588,9595.934,2,49.8772,22.2991,11.0303,84.6167,73.5864,54.635,2984.9826,0,13.5733,bicep_curl,1
2025-06-19 23:19,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.779,0.2627,-1.2065,-0.1782,1.0283,0.8221,0.6759,0,0.3431,0.5894,-0.5767,1.0464,1.623,0.682,0.4651,2,-3.7964,18.3146,-32.1655,30.2124,62.3779,18.7039,349.8353,4,-1.8107,63.1611,-94.6655,96.8018,191.4673,63.187,3992.6,2,-0.9481,45.8684,-100.5249,61.9507,162.4756,45.8782,2104.8096,4,0.6079,16.7713,-26.0815,21.5552,47.6367,16.7823,281.6454,2,6.3047,96.4838,-162.5098,109.5392,272.049,96.6895,9348.8673,2,52.9958,21.7059,16.3916,87.1271,70.7355,57.2687,3279.7063,0,13.5445,bicep_curl,0
2025-06-19 23:20,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.7689,0.2472,-1.1357,-0.1821,0.9536,0.8077,0.6523,0,0.3962,0.6035,-0.5708,1.0957,1.6665,0.7219,0.5212,1,-1.5462,22.7299,-33.8745,48.4619,82.3364,22.7824,519.0392,4,3.4342,53.1737,-69.9463,95.7031,165.6494,53.2844,2839.232,2,9.0169,42.4965,-69.8853,66.1621,136.0474,43.4426,1887.2589,2,-0.6361,15.5897,-25.0104,19.9237,44.9341,15.6027,243.4437,2,24.1813,86.8205,-120.1904,116.9659,237.1564,90.1251,8122.5266,1,50.7374,22.8458,12.2662,85.6494,73.3832,55.6436,3096.2148,0,13.5781,bicep_curl,1
2025-06-19 23:20,12.1665,0,12.1665,12.1665,0,12.1665,148.0238,0,-0.7963,0.2388,-1.1782,-0.1636,1.0146,0.8313,0.6911,0,0.2885,0.5982,-0.5972,1.0337,1.6309,0.6642,0.4411,2,-0.118,24.7182,-21.8506,69.0918,90.9424,24.7185,611.0055,6,0.0366,54.0524,-76.1719,95.7642,171.936,54.0524,2921.6625,2,1.2207,40.069,-65.7959,54.0161,119.812,40.0876,1607.0162,3,0.3929,15.9677,-26.1804,19.9237,46.1041,15.9725,255.1213,2,14.3763,88.7776,-120.3552,110.451,230.8063,89.9341,8088.1336,2,52.8318,19.901,18.2043,85.2209,67.0166,56.4557,3187.2483,0,13.5616,bicep_curl,1
